category	name	home	sdram	repository	branch	source_id	status	build_script	artifact	timing	hardware	comments
_Console	Virtual Boy	VirtualBoy	yes	https://github.com/MiSTer-devel/VirtualBoy_MiSTer.git		MiSTer-devel_VirtualBoy_MiSTer	not-ported			not-run	not-run	
_Console	WonderSwan	WonderSwan	yes	https://github.com/MiSTer-devel/WonderSwan_MiSTer.git		MiSTer-devel_WonderSwan_MiSTer	not-ported			not-run	not-run	
_Other	Arduboy	Arduboy	no	https://github.com/MiSTer-devel/Arduboy_MiSTer.git		MiSTer-devel_Arduboy_MiSTer	not-ported			not-run	not-run	
_Other	Chess	Chess	no	https://github.com/MiSTer-devel/Chess_MiSTer.git		MiSTer-devel_Chess_MiSTer	not-ported			not-run	not-run	
_Other	CHIP-8	Chip8	no	https://github.com/MiSTer-devel/Chip8_MiSTer.git		MiSTer-devel_Chip8_MiSTer	built	scripts/build-chip8-v2.sh	artifacts/chip8-v2/CHIP-8_v2.rbf	pass	pending	
_Other	Donut	Donut	no	https://github.com/MiSTer-devel/Donut_MiSTer.git		MiSTer-devel_Donut_MiSTer	not-ported			not-run	not-run	
_Other	Epoch Galaxy II	EpochGalaxyII	no	https://github.com/MiSTer-devel/EpochGalaxy2_MiSTer.git		MiSTer-devel_EpochGalaxy2_MiSTer	not-ported			not-run	not-run	
_Other	Flappy Bird	FLAPPY	no	https://github.com/MiSTer-devel/FlappyBird_MiSTer.git		MiSTer-devel_FlappyBird_MiSTer	not-ported			not-run	not-run	
_Other	GBMidi	GBMidi	no	https://github.com/MiSTer-devel/GBMidi_MiSTer.git		MiSTer-devel_GBMidi_MiSTer	not-ported			not-run	not-run	
_Other	GenMidi	GenMidi	no	https://github.com/MiSTer-devel/GenMidi_MiSTer.git		MiSTer-devel_GenMidi_MiSTer	not-ported			not-run	not-run	
_Other	Game of Life	GameOfLife	no	https://github.com/MiSTer-devel/Life_MiSTer.git		MiSTer-devel_Life_MiSTer	not-ported			not-run	not-run	
_Other	Slug Cross	SlugCross	no	https://github.com/MiSTer-devel/SlugCross_MiSTer.git		MiSTer-devel_SlugCross_MiSTer	not-ported			not-run	not-run	
_Other	Tamagotchi	Tamagotchi	no	https://github.com/MiSTer-devel/Tamagotchi_MiSTer.git		MiSTer-devel_Tamagotchi_MiSTer	not-ported			not-run	not-run	
_Other	TomyTronic Scramble	TomyScramble	no	https://github.com/MiSTer-devel/TomyScramble_MiSTer.git		MiSTer-devel_TomyScramble_MiSTer	not-ported			not-run	not-run	
_Utility	ADC board test	ADCTest	no	https://github.com/MiSTer-devel/ADCTest_MiSTer.git		MiSTer-devel_ADCTest_MiSTer	not-ported			not-run	not-run	
_Utility	Input test	InputTest	no	https://github.com/MiSTer-devel/InputTest_MiSTer.git		MiSTer-devel_InputTest_MiSTer	packaged	scripts/build-inputtest.sh	artifacts/inputtest/InputTest_20260814_FDCD.rbf	pass	pending	
_Utility	SDRAM board test	MEMTEST	yes	https://github.com/MiSTer-devel/MemTest_MiSTer.git		MiSTer-devel_MemTest_MiSTer	packaged	scripts/build-memtest.sh	artifacts/memtest/MemTest_20260814_FDCD.rbf	pass	pending	
_Utility	Boot Menu		no	https://github.com/MiSTer-devel/Menu_MiSTer.git		MiSTer-devel_Menu_MiSTer	not-ported			not-run	not-run	
_Utility	MiSTer Laggy	MiSTerLaggy	no	https://github.com/MiSTer-devel/MiSTerLaggy_MiSTer.git		MiSTer-devel_MiSTerLaggy_MiSTer	not-ported			not-run	not-run	
_Computer	IBM PC110	PC110	no	https://github.com/ahmadexp/PC110_MiSTer.git		ahmadexp_PC110_MiSTer	packaged	scripts/build-pc110.sh	artifacts/pc110/IBM_PC110_20260825_FDCD_VERTICAL_ACCUM_FIX.rbf	pass	pending	DE25 supplemental core
